valence,arousal
-0.003,-0.012
-0.004,-0.013
-0.004,-0.013
-0.005,-0.014
-0.004,-0.01
-0.004,-0.006
-0.003,0.0
-0.003,-0.001
-0.003,0.0
-0.003,-0.001
-0.002,0.0
0.0,0.0
0.0,0.0
0.0,0.0
-0.026,0.0
0.0,0.0
0.086,0.0
0.097,0.0
0.105,0.0
0.112,0.004
0.133,0.028
0.163,0.034
0.183,0.069
0.179,0.085
0.183,0.091
0.183,0.134
0.184,0.167
0.182,0.171
0.18,0.169
0.179,0.169
0.178,0.167
0.176,0.165
0.175,0.161
0.167,0.161
0.156,0.161
0.153,0.163
0.151,0.165
0.151,0.17
0.149,0.176
0.149,0.175
0.148,0.175
0.148,0.177
0.149,0.182
0.149,0.178
0.15,0.198
0.15,0.243
0.15,0.244
0.15,0.24
0.15,0.236
0.15,0.227
0.15,0.225
0.14,0.217
0.137,0.212
0.133,0.212
0.133,0.211
0.132,0.21
0.132,0.21
0.131,0.21
0.126,0.212
0.102,0.211
0.112,0.211
0.115,0.211
0.117,0.211
0.119,0.21
0.12,0.211
0.123,0.21
0.124,0.21
0.128,0.211
0.127,0.211
0.129,0.211
0.129,0.21
0.13,0.211
0.126,0.211
0.123,0.21
0.12,0.191
0.117,0.17
0.115,0.16
0.115,0.146
0.114,0.135
0.114,0.137
0.115,0.143
0.115,0.141
0.115,0.129
0.109,0.129
0.092,0.116
0.094,0.116
0.1,0.11
0.1,0.107
0.099,0.11
0.098,0.109
0.088,0.113
0.033,0.116
0.032,0.116
0.038,0.116
0.044,0.116
0.049,0.118
0.062,0.118
0.066,0.121
0.071,0.125
0.078,0.126
0.079,0.126
0.079,0.126
0.081,0.125
0.081,0.123
0.081,0.124
0.086,0.125
0.088,0.126
0.088,0.126
0.088,0.126
0.088,0.126
0.088,0.126
0.088,0.126
0.088,0.127
0.088,0.127
0.088,0.127
0.088,0.129
0.088,0.133
0.088,0.135
0.088,0.135
0.088,0.136
0.088,0.137
0.087,0.136
0.085,0.135
0.086,0.135
0.087,0.136
0.086,0.137
0.088,0.134
0.088,0.133
0.088,0.131
0.089,0.131
0.088,0.12
0.089,0.109
0.089,0.097
0.089,0.106
0.089,0.111
0.088,0.118
0.088,0.12
0.089,0.125
0.088,0.126
0.088,0.129
0.083,0.13
0.083,0.13
0.073,0.129
0.073,0.129
0.07,0.129
0.067,0.129
0.068,0.129
0.069,0.127
0.069,0.125
0.069,0.121
0.069,0.079
0.067,0.065
0.068,0.068
0.071,0.073
0.071,0.073
0.071,0.073
0.07,0.072
0.07,0.071
0.069,0.06
0.07,0.055
0.069,0.062
0.069,0.065
0.069,0.065
0.071,0.059
0.072,0.057
0.071,0.058
0.071,0.049
0.071,0.034
0.072,0.036
0.069,0.045
0.065,0.049
0.062,0.051
0.06,0.051
0.051,0.052
0.047,0.054
0.046,0.054
0.046,0.056
0.047,0.054
0.047,0.055
0.043,0.056
0.041,0.058
0.026,0.063
0.0,0.064
0.0,0.066
0.0,0.067
0.009,0.069
0.022,0.069
0.032,0.069
0.041,0.069
0.045,0.069
0.047,0.069
0.049,0.069
0.052,0.069
0.055,0.069
0.058,0.07
0.057,0.069
0.058,0.07
0.057,0.071
0.058,0.073
0.059,0.073
0.06,0.074
