valence,arousal
0.14,0.164
0.18,0.164
0.18,0.164
0.18,0.164
0.18,0.164
0.18,0.164
0.18,0.164
0.18,0.204
0.18,0.219
0.18,0.219
0.18,0.243
0.18,0.243
0.18,0.243
0.18,0.243
0.18,0.231
0.18,0.243
0.18,0.243
0.18,0.243
0.18,0.243
0.18,0.243
0.18,0.243
0.18,0.243
0.18,0.237
0.18,0.231
0.18,0.243
0.18,0.243
0.18,0.243
0.18,0.243
0.18,0.243
0.18,0.243
0.18,0.225
0.18,0.219
0.18,0.18
0.18,0.18
0.18,0.18
0.204,0.18
0.219,0.164
0.219,0.164
0.231,0.164
0.219,0.164
0.219,0.164
0.219,0.14
0.219,0.14
0.219,0.14
0.219,0.14
0.219,0.146
0.219,0.146
0.219,0.158
0.219,0.14
0.219,0.14
0.219,0.14
0.219,0.14
0.219,0.14
0.219,0.14
0.219,0.135
0.215,0.117
0.204,0.117
0.18,0.117
0.18,0.117
0.18,0.117
0.18,0.123
0.186,0.117
0.18,0.14
0.186,0.129
0.18,0.135
0.18,0.129
0.176,0.14
0.164,0.123
0.164,0.117
0.117,0.101
0.062,0.101
0.044,0.062
0.0,0.038
0.0,0.022
0.0,0.022
0.0,0.022
0.0,0.022
0.0,0.022
0.0,0.022
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.022,0.0
0.022,0.0
0.038,0.0
0.038,0.0
0.038,0.0
0.062,0.0
0.101,0.0
0.135,0.022
0.135,0.038
0.14,0.062
0.14,0.077
0.164,0.101
0.14,0.101
0.14,0.101
0.14,0.101
0.14,0.117
0.14,0.117
0.14,0.117
0.146,0.117
0.14,0.117
0.14,0.117
0.14,0.117
0.146,0.117
0.14,0.117
0.14,0.117
0.14,0.117
0.14,0.117
0.14,0.117
0.14,0.117
0.14,0.14
0.14,0.164
0.14,0.219
0.152,0.243
0.14,0.243
0.14,0.243
0.14,0.243
0.14,0.243
0.14,0.243
0.14,0.243
0.14,0.243
0.152,0.243
0.14,0.243
0.14,0.243
0.14,0.243
0.14,0.204
0.14,0.204
0.14,0.176
0.14,0.14
0.14,0.14
0.14,0.129
0.14,0.117
0.14,0.117
0.14,0.123
0.14,0.117
0.146,0.117
0.14,0.117
0.14,0.117
0.129,0.117
0.117,0.117
0.117,0.117
0.117,0.123
0.123,0.123
0.117,0.117
0.117,0.123
0.117,0.117
0.117,0.117
0.129,0.117
0.129,0.117
0.117,0.117
0.117,0.14
0.117,0.18
0.14,0.204
0.18,0.204
0.18,0.204
0.18,0.211
0.18,0.219
0.18,0.219
0.18,0.243
0.192,0.259
0.18,0.259
0.18,0.265
0.18,0.265
0.18,0.259
0.18,0.259
0.18,0.282
0.18,0.282
0.18,0.298
0.18,0.322
0.18,0.322
0.18,0.322
0.18,0.322
0.18,0.338
0.18,0.338
0.18,0.338
0.18,0.338
0.18,0.338
0.18,0.338
0.18,0.338
0.18,0.338
0.18,0.338
0.18,0.338
0.18,0.338
0.18,0.338
0.18,0.338
0.18,0.338
0.18,0.338
0.18,0.338
0.18,0.338
0.18,0.338
0.18,0.338
0.192,0.338
0.192,0.338
0.219,0.338
0.237,0.338
0.243,0.338
0.243,0.338
0.243,0.282
0.243,0.259
0.243,0.243
0.243,0.243
0.243,0.243
0.243,0.219
0.243,0.219
0.243,0.204
0.243,0.18
0.243,0.172
0.243,0.164
0.243,0.164
0.243,0.164
0.243,0.164
0.219,0.164
0.204,0.164
0.18,0.164
0.164,0.164
0.14,0.164
0.101,0.164
0.062,0.164
0.062,0.164
0.062,0.164
0.062,0.164
0.062,0.164
0.062,0.164
0.062,0.164
0.062,0.164
0.062,0.164
0.062,0.164
0.062,0.164
0.062,0.164
0.062,0.164
0.062,0.204
0.062,0.204
0.062,0.204
0.077,0.204
0.117,0.204
0.117,0.243
0.117,0.243
0.117,0.243
0.117,0.243
0.117,0.259
0.14,0.259
0.146,0.259
0.14,0.271
0.14,0.282
0.164,0.282
0.164,0.282
0.164,0.282
0.164,0.282
0.164,0.282
0.164,0.282
0.164,0.31
0.164,0.298
0.164,0.298
0.164,0.298
0.164,0.298
0.164,0.298
0.164,0.298
0.164,0.298
0.164,0.298
0.164,0.282
0.14,0.282
0.152,0.282
0.164,0.292
0.164,0.298
0.164,0.29
0.164,0.255
0.164,0.243
0.164,0.243
0.164,0.243
0.164,0.243
0.164,0.204
0.152,0.204
0.164,0.204
0.164,0.192
0.164,0.192
0.164,0.204
0.164,0.192
0.164,0.192
0.164,0.204
0.164,0.204
0.164,0.204
0.164,0.204
0.164,0.204
0.164,0.282
0.164,0.294
0.164,0.298
0.164,0.322
0.152,0.322
0.164,0.322
0.164,0.322
0.164,0.322
0.164,0.322
0.164,0.361
0.164,0.361
0.164,0.361
0.164,0.361
0.164,0.361
0.164,0.361
0.164,0.361
0.164,0.361
0.164,0.361
0.164,0.361
0.158,0.361
0.164,0.361
0.164,0.361
0.164,0.361
0.164,0.326
0.164,0.282
0.164,0.231
0.073,0.117
0.022,0.101
0.004,0.062
0.0,0.038
0.0,0.034
0.0,0.034
0.0,0.022
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.022
0.0,0.05
0.022,0.077
0.022,0.089
0.038,0.101
0.077,0.117
0.101,0.117
0.117,0.146
0.135,0.18
0.129,0.204
0.117,0.219
0.117,0.219
0.117,0.219
0.117,0.243
0.117,0.243
0.117,0.243
0.117,0.243
0.117,0.243
0.117,0.243
0.117,0.243
0.117,0.243
0.117,0.243
0.117,0.243
0.117,0.243
0.117,0.243
0.117,0.243
0.117,0.243
0.117,0.243
0.117,0.243
0.117,0.243
0.117,0.243
0.117,0.243
0.117,0.243
0.117,0.243
0.117,0.298
0.135,0.298
0.14,0.322
0.14,0.361
0.123,0.361
0.123,0.361
0.135,0.361
0.135,0.361
0.14,0.361
0.14,0.361
0.14,0.361
0.14,0.361
0.14,0.361
0.14,0.379
0.14,0.361
0.14,0.361
0.14,0.361
0.14,0.361
0.14,0.361
0.14,0.361
0.14,0.33
0.164,0.304
0.158,0.282
0.164,0.259
0.164,0.219
0.158,0.219
0.164,0.204
0.164,0.18
0.164,0.18
0.164,0.198
0.164,0.204
0.164,0.204
0.164,0.204
0.164,0.204
0.164,0.204
0.164,0.204
0.164,0.204
0.204,0.204
0.204,0.204
0.204,0.204
0.219,0.204
0.219,0.204
0.243,0.204
0.243,0.259
0.247,0.259
0.259,0.282
0.259,0.294
0.259,0.298
0.259,0.322
0.259,0.322
0.259,0.338
0.259,0.338
0.259,0.338
0.259,0.338
0.259,0.338
0.259,0.338
0.259,0.338
0.101,0.338
0.038,0.328
0.038,0.328
0.038,0.219
0.022,0.219
0.022,0.204
0.022,0.204
0.022,0.204
0.022,0.204
0.022,0.204
0.022,0.204
0.022,0.204
0.022,0.204
0.062,0.219
0.077,0.219
0.105,0.219
0.129,0.219
0.14,0.219
0.164,0.219
0.164,0.219
0.18,0.219
0.192,0.219
0.204,0.219
0.204,0.219
0.204,0.219
0.204,0.219
0.204,0.219
0.204,0.219
0.219,0.219
0.219,0.219
0.219,0.219
0.219,0.219
0.219,0.219
0.219,0.243
0.219,0.243
0.219,0.243
0.219,0.282
0.219,0.282
0.219,0.282
0.219,0.292
0.225,0.298
0.243,0.304
