valence,arousal
0.633,0.715
0.648,0.719
0.65,0.714
0.658,0.717
0.663,0.718
0.664,0.717
0.666,0.717
0.702,0.718
0.731,0.719
0.76,0.718
0.759,0.719
0.761,0.719
0.765,0.726
0.766,0.738
0.782,0.744
0.791,0.756
0.8,0.76
0.8,0.781
0.8,0.778
0.8,0.776
0.798,0.778
0.79,0.777
0.788,0.773
0.786,0.769
0.784,0.765
0.646,0.756
0.584,0.67
0.436,0.613
0.407,0.574
0.345,0.545
0.269,0.462
0.254,0.474
0.239,0.473
0.235,0.486
0.227,0.491
0.222,0.494
0.214,0.494
0.212,0.461
0.195,0.441
0.188,0.411
0.192,0.391
0.194,0.417
0.196,0.419
0.199,0.409
0.205,0.401
0.205,0.413
0.205,0.422
0.285,0.424
0.382,0.434
0.535,0.445
0.62,0.509
0.755,0.51
0.813,0.589
0.885,0.634
0.911,0.727
0.91,0.771
0.908,0.776
0.903,0.779
0.893,0.794
0.89,0.798
0.875,0.808
0.801,0.813
0.774,0.82
0.751,0.821
0.7,0.823
0.657,0.823
0.604,0.837
0.599,0.848
0.593,0.852
0.593,0.851
0.595,0.845
0.602,0.846
0.611,0.862
0.615,0.903
0.679,0.959
0.704,0.981
0.711,0.98
0.709,0.978
0.699,0.97
0.698,0.969
0.698,0.961
0.697,0.956
0.696,0.936
0.691,0.869
0.687,0.829
0.646,0.799
0.602,0.758
0.541,0.725
0.498,0.683
0.441,0.677
0.433,0.603
0.414,0.623
0.402,0.588
0.381,0.55
0.353,0.547
0.343,0.498
0.329,0.458
0.329,0.453
0.304,0.428
0.283,0.4
0.265,0.33
0.265,0.289
0.265,0.21
0.263,0.206
0.266,0.21
0.266,0.162
0.268,0.124
0.268,0.158
0.269,0.188
0.251,0.193
0.237,0.2
0.225,0.206
0.224,0.221
0.214,0.227
0.212,0.233
0.214,0.236
0.212,0.239
0.215,0.239
0.212,0.24
0.205,0.24
0.188,0.24
0.172,0.24
0.171,0.24
0.173,0.24
0.174,0.243
0.176,0.248
0.182,0.249
0.187,0.25
0.238,0.244
0.291,0.275
0.357,0.315
0.384,0.358
0.411,0.366
0.415,0.379
0.415,0.383
0.419,0.406
0.45,0.417
0.486,0.418
0.564,0.42
0.618,0.421
0.625,0.42
0.627,0.422
0.628,0.424
0.658,0.477
0.714,0.502
0.732,0.562
0.741,0.584
0.745,0.588
0.755,0.616
0.759,0.638
0.777,0.641
0.794,0.691
0.824,0.734
0.864,0.742
0.871,0.746
0.876,0.745
0.879,0.744
0.878,0.748
0.878,0.753
0.875,0.74
0.875,0.779
0.874,0.781
0.874,0.788
0.873,0.789
0.872,0.789
0.871,0.788
0.865,0.787
0.859,0.786
0.859,0.785
0.859,0.783
0.858,0.782
0.855,0.782
0.841,0.779
0.809,0.732
0.755,0.643
0.739,0.609
0.69,0.55
0.651,0.467
0.554,0.427
0.528,0.408
0.484,0.413
0.465,0.427
0.457,0.431
0.434,0.435
0.427,0.439
0.418,0.448
0.418,0.449
0.409,0.453
0.411,0.457
0.418,0.482
0.425,0.495
0.428,0.497
0.469,0.499
0.478,0.501
0.479,0.501
0.479,0.509
0.477,0.529
0.477,0.546
0.477,0.545
0.477,0.55
0.475,0.55
0.475,0.55
0.474,0.544
0.474,0.516
0.477,0.497
0.506,0.5
0.548,0.507
0.625,0.509
0.652,0.512
0.652,0.514
0.651,0.514
0.658,0.515
0.672,0.516
0.685,0.514
0.685,0.514
0.686,0.513
0.683,0.514
0.677,0.513
0.675,0.514
0.675,0.51
0.676,0.502
0.676,0.469
0.672,0.449
0.668,0.435
0.668,0.435
0.667,0.45
0.666,0.445
0.657,0.439
0.657,0.449
0.655,0.447
0.649,0.438
0.608,0.443
0.599,0.416
0.584,0.407
0.577,0.413
0.561,0.42
0.559,0.402
0.56,0.401
0.562,0.398
0.565,0.405
0.568,0.405
0.569,0.409
0.569,0.409
0.563,0.411
0.54,0.411
0.518,0.415
0.495,0.414
0.483,0.417
0.461,0.415
0.463,0.42
0.473,0.422
0.485,0.426
0.509,0.432
0.533,0.435
0.536,0.437
0.537,0.436
0.539,0.437
0.539,0.437
0.539,0.439
0.539,0.439
0.539,0.439
0.539,0.439
0.539,0.443
0.539,0.454
0.539,0.46
0.539,0.473
0.539,0.475
0.539,0.474
0.538,0.473
0.537,0.475
0.537,0.482
0.537,0.48
0.537,0.49
0.537,0.488
0.537,0.488
0.537,0.494
0.537,0.493
0.537,0.492
0.537,0.493
0.537,0.493
0.536,0.492
0.536,0.494
0.535,0.494
0.535,0.492
0.535,0.492
0.536,0.49
0.536,0.478
0.536,0.467
0.536,0.467
0.535,0.467
0.536,0.459
0.536,0.363
0.535,0.334
0.537,0.33
0.537,0.328
0.538,0.322
0.535,0.321
0.526,0.293
0.505,0.293
0.43,0.255
0.417,0.215
0.37,0.201
0.338,0.22
0.3,0.166
0.293,0.176
