valence,arousal
-0.031,0.599
0.204,0.599
0.45,0.597
0.55,0.596
0.565,0.593
0.565,0.593
0.565,0.592
0.562,0.593
0.563,0.593
0.565,0.597
0.565,0.599
0.565,0.62
0.565,0.678
0.566,0.711
0.565,0.717
0.573,0.716
0.585,0.717
0.593,0.723
0.606,0.732
0.611,0.75
0.612,0.783
0.611,0.796
0.614,0.802
0.629,0.8
0.659,0.8
0.689,0.798
0.718,0.797
0.726,0.798
0.764,0.8
0.781,0.801
0.788,0.801
0.841,0.802
0.845,0.802
0.856,0.792
0.852,0.788
0.85,0.787
0.848,0.787
0.844,0.779
0.844,0.777
0.845,0.764
0.845,0.758
0.845,0.747
0.845,0.745
0.848,0.693
0.862,0.651
0.91,0.65
0.94,0.653
0.952,0.659
0.968,0.708
0.968,0.744
0.963,0.796
0.946,0.799
0.938,0.796
0.859,0.797
0.818,0.797
0.766,0.828
0.725,0.858
0.645,0.881
0.623,0.885
0.555,0.884
0.529,0.88
0.505,0.869
0.473,0.775
0.445,0.701
0.426,0.676
0.395,0.611
0.365,0.573
0.307,0.557
0.276,0.525
0.285,0.486
0.289,0.473
0.294,0.464
0.298,0.459
0.306,0.458
0.31,0.435
0.31,0.403
0.31,0.388
0.31,0.363
0.312,0.367
0.311,0.377
0.334,0.434
0.373,0.578
0.375,0.594
0.379,0.593
0.379,0.593
0.379,0.592
0.377,0.597
0.377,0.627
0.377,0.652
0.377,0.715
0.375,0.723
0.373,0.71
0.365,0.708
0.365,0.677
0.365,0.637
0.364,0.638
0.365,0.642
0.364,0.646
0.344,0.657
0.292,0.658
0.278,0.658
0.253,0.658
0.223,0.658
0.219,0.658
0.186,0.658
0.202,0.658
0.21,0.678
0.207,0.691
0.214,0.693
0.221,0.693
0.225,0.693
0.223,0.694
0.221,0.694
0.223,0.694
0.227,0.694
0.228,0.693
0.229,0.684
0.232,0.681
0.236,0.68
0.237,0.681
0.237,0.674
0.239,0.675
0.239,0.674
0.24,0.674
0.241,0.666
0.241,0.659
0.241,0.647
0.242,0.643
0.242,0.636
0.242,0.591
0.242,0.585
0.233,0.576
0.232,0.569
0.225,0.556
0.171,0.539
0.192,0.529
0.201,0.495
0.201,0.484
0.193,0.462
0.193,0.441
0.2,0.407
0.206,0.379
0.201,0.345
0.203,0.345
0.205,0.322
0.209,0.316
0.208,0.317
0.208,0.306
0.211,0.3
0.214,0.304
0.218,0.325
0.229,0.376
0.233,0.449
0.235,0.535
0.237,0.556
0.238,0.569
0.238,0.572
0.239,0.578
0.239,0.582
0.24,0.584
0.24,0.582
0.24,0.582
0.24,0.581
0.24,0.581
0.24,0.581
0.24,0.582
0.241,0.581
0.241,0.582
0.241,0.582
0.241,0.582
0.241,0.582
0.241,0.582
0.241,0.581
0.241,0.582
0.241,0.582
0.242,0.583
0.242,0.582
0.242,0.58
0.242,0.578
0.244,0.577
0.254,0.575
0.258,0.571
0.258,0.571
0.259,0.569
0.259,0.56
0.259,0.559
0.259,0.559
0.259,0.559
0.259,0.555
0.259,0.537
0.259,0.524
0.262,0.52
0.261,0.517
0.261,0.52
0.26,0.52
0.26,0.511
0.259,0.505
0.259,0.481
0.256,0.474
0.255,0.47
0.255,0.465
0.254,0.441
0.255,0.434
0.256,0.432
0.259,0.432
0.278,0.433
0.327,0.435
0.342,0.436
0.362,0.444
0.37,0.444
0.372,0.464
0.374,0.464
0.374,0.489
0.374,0.5
0.374,0.505
0.374,0.503
0.373,0.504
0.372,0.503
0.372,0.503
0.37,0.497
0.37,0.494
0.368,0.492
0.368,0.488
0.368,0.479
0.369,0.479
0.37,0.48
0.37,0.479
0.37,0.477
0.37,0.443
0.37,0.43
0.368,0.415
0.368,0.419
0.366,0.42
0.363,0.42
0.356,0.421
0.356,0.42
0.351,0.394
0.356,0.375
0.356,0.377
0.356,0.379
0.356,0.381
0.356,0.383
0.356,0.385
0.356,0.39
0.356,0.392
0.357,0.398
0.356,0.4
0.356,0.4
0.355,0.4
0.356,0.401
0.357,0.402
0.37,0.402
0.403,0.402
0.432,0.402
0.479,0.413
0.507,0.422
0.51,0.435
0.512,0.435
0.511,0.433
0.509,0.43
0.507,0.426
0.506,0.426
0.505,0.423
0.503,0.418
0.499,0.419
0.497,0.418
0.498,0.418
0.497,0.418
0.497,0.418
0.497,0.418
0.488,0.418
0.486,0.408
0.486,0.408
0.486,0.408
0.475,0.408
0.443,0.407
0.443,0.407
0.442,0.399
0.437,0.371
0.422,0.364
0.414,0.353
0.379,0.344
0.374,0.327
0.373,0.322
0.379,0.322
0.379,0.323
0.379,0.321
0.379,0.323
0.379,0.323
0.381,0.318
0.379,0.319
0.377,0.319
0.374,0.32
0.373,0.321
0.36,0.323
0.362,0.329
0.367,0.337
0.357,0.342
0.352,0.343
0.336,0.343
0.33,0.36
0.334,0.374
0.338,0.387
0.34,0.399
0.346,0.45
0.359,0.493
0.36,0.507
0.362,0.51
0.362,0.511
0.362,0.51
0.362,0.506
0.371,0.5
0.375,0.499
0.378,0.486
0.379,0.484
0.378,0.484
0.378,0.485
0.378,0.484
0.378,0.483
0.377,0.485
0.377,0.485
0.378,0.485
0.377,0.487
0.375,0.507
0.354,0.51
0.335,0.512
0.31,0.52
0.284,0.56
0.291,0.604
0.274,0.627
0.272,0.643
0.28,0.636
0.284,0.626
0.293,0.606
0.3,0.576
0.304,0.514
0.305,0.495
0.306,0.453
0.302,0.426
0.302,0.4
0.305,0.387
0.309,0.382
0.313,0.378
0.383,0.372
0.411,0.372
0.427,0.378
0.437,0.381
0.445,0.382
0.465,0.383
0.474,0.389
0.532,0.397
0.55,0.431
0.578,0.47
0.592,0.507
0.609,0.593
0.614,0.614
0.612,0.617
0.612,0.619
0.613,0.619
0.613,0.619
0.614,0.637
0.614,0.654
0.612,0.654
0.614,0.659
0.611,0.665
0.611,0.677
0.611,0.685
0.612,0.718
0.643,0.772
0.667,0.785
0.743,0.788
0.763,0.792
0.761,0.792
0.761,0.788
0.761,0.78
0.761,0.779
0.762,0.732
0.76,0.693
0.752,0.636
0.724,0.593
0.637,0.523
0.537,0.505
0.486,0.496
0.417,0.48
0.414,0.479
0.408,0.481
0.409,0.479
0.415,0.471
0.419,0.464
0.426,0.452
0.462,0.452
0.577,0.453
0.735,0.428
0.749,0.417
0.755,0.41
0.755,0.41
0.753,0.399
0.754,0.387
0.766,0.379
0.775,0.382
0.8,0.391
0.901,0.397
0.941,0.396
0.943,0.369
0.943,0.343
0.942,0.313
0.942,0.302
0.942,0.308
0.942,0.319
0.942,0.327
0.94,0.354
0.92,0.432
0.902,0.471
0.693,0.483
0.491,0.479
0.396,0.457
0.27,0.456
0.269,0.457
0.262,0.437
0.266,0.415
0.273,0.395
0.275,0.383
0.278,0.374
0.284,0.374
0.285,0.369
0.287,0.353
0.287,0.351
0.287,0.34
0.287,0.34
0.289,0.332
0.289,0.323
0.288,0.324
0.287,0.326
0.295,0.33
0.297,0.334
0.299,0.338
0.3,0.34
0.3,0.34
0.295,0.34
0.289,0.34
0.214,0.341
0.231,0.338
0.224,0.326
0.231,0.306
0.236,0.299
0.248,0.292
0.249,0.278
0.252,0.273
0.254,0.266
0.257,0.269
0.258,0.266
0.223,0.259
0.232,0.255
0.25,0.245
0.254,0.235
0.263,0.242
0.265,0.243
0.265,0.251
0.266,0.257
0.266,0.259
0.266,0.261
0.266,0.261
0.267,0.262
0.267,0.261
0.268,0.261
0.267,0.262
0.267,0.261
0.268,0.257
0.269,0.244
0.268,0.229
0.268,0.223
0.268,0.223
0.268,0.233
0.202,0.249
0.209,0.251
0.214,0.259
0.204,0.277
0.213,0.291
0.209,0.298
0.202,0.301
0.182,0.306
0.19,0.307
0.201,0.308
0.206,0.308
0.206,0.307
0.21,0.307
0.21,0.307
0.212,0.305
0.214,0.305
0.163,0.304
0.16,0.304
0.175,0.303
0.197,0.303
0.211,0.302
0.213,0.299
0.213,0.295
0.216,0.295
0.216,0.293
0.217,0.293
0.217,0.293
0.217,0.293
0.218,0.293
0.218,0.295
0.219,0.295
0.219,0.295
0.219,0.296
0.218,0.297
0.219,0.296
0.218,0.296
0.219,0.296
0.22,0.296
0.219,0.296
0.22,0.296
0.22,0.296
0.22,0.296
0.22,0.295
0.22,0.296
0.221,0.295
0.22,0.294
0.22,0.288
0.22,0.287
0.22,0.287
0.221,0.287
0.221,0.283
0.221,0.283
0.22,0.28
0.221,0.284
0.22,0.285
0.219,0.284
0.22,0.285
0.22,0.285
0.221,0.285
0.221,0.285
0.221,0.285
0.221,0.285
0.221,0.285
0.221,0.285
0.221,0.285
0.221,0.285
0.221,0.285
0.221,0.285
0.221,0.285
0.221,0.284
0.222,0.285
0.221,0.285
0.222,0.285
0.222,0.285
0.222,0.285
0.222,0.285
0.223,0.285
0.223,0.285
0.223,0.285
0.222,0.285
0.221,0.285
0.222,0.285
0.222,0.285
