valence,arousal
0.219,0.48
0.259,0.492
0.259,0.48
0.259,0.48
0.259,0.48
0.259,0.503
0.259,0.503
0.259,0.486
0.259,0.486
0.259,0.503
0.259,0.492
0.259,0.503
0.259,0.503
0.259,0.503
0.259,0.497
0.259,0.503
0.259,0.503
0.259,0.503
0.259,0.503
0.259,0.503
0.259,0.503
0.259,0.492
0.259,0.503
0.259,0.503
0.259,0.503
0.259,0.503
0.259,0.503
0.259,0.503
0.259,0.503
0.259,0.503
0.259,0.503
0.259,0.503
0.259,0.503
0.259,0.497
0.259,0.503
0.259,0.503
0.259,0.503
0.259,0.497
0.259,0.503
0.18,0.503
0.18,0.503
0.18,0.503
0.18,0.486
0.18,0.503
0.18,0.503
0.18,0.503
0.18,0.503
0.18,0.503
0.18,0.503
0.18,0.503
0.18,0.492
0.18,0.432
0.18,0.413
0.18,0.413
0.18,0.401
0.18,0.385
0.18,0.385
0.18,0.385
0.18,0.385
0.18,0.385
0.18,0.385
0.18,0.385
0.18,0.385
0.18,0.385
0.204,0.385
0.219,0.385
0.219,0.385
0.219,0.385
0.219,0.385
0.225,0.385
0.243,0.385
0.243,0.385
0.259,0.385
0.259,0.385
0.259,0.385
0.259,0.385
0.259,0.385
0.282,0.395
0.271,0.432
0.259,0.464
0.259,0.464
0.271,0.464
0.259,0.464
0.259,0.464
0.259,0.464
0.259,0.464
0.259,0.464
0.259,0.464
0.259,0.464
0.259,0.464
0.259,0.464
0.259,0.464
0.259,0.468
0.259,0.48
0.259,0.48
0.259,0.48
0.282,0.48
0.282,0.48
0.282,0.48
0.282,0.48
0.282,0.48
0.259,0.48
0.259,0.48
0.259,0.48
0.265,0.48
0.277,0.48
0.282,0.385
0.259,0.385
0.259,0.385
0.259,0.385
0.259,0.385
0.259,0.385
0.243,0.385
0.219,0.385
0.211,0.361
0.204,0.361
0.204,0.361
0.198,0.361
0.164,0.361
0.164,0.344
0.164,0.338
0.164,0.338
0.164,0.322
0.164,0.322
0.164,0.322
0.164,0.322
0.164,0.322
0.164,0.322
0.164,0.322
0.164,0.322
0.164,0.322
0.164,0.322
0.164,0.322
0.164,0.322
0.164,0.322
0.164,0.322
0.164,0.322
0.164,0.322
0.164,0.322
0.164,0.322
0.164,0.322
0.164,0.322
0.164,0.322
0.164,0.322
0.164,0.322
0.164,0.322
0.164,0.322
0.164,0.322
0.14,0.322
0.14,0.322
0.14,0.322
0.152,0.322
0.152,0.322
0.14,0.322
0.14,0.322
0.152,0.322
0.14,0.322
0.14,0.322
0.14,0.322
0.14,0.322
0.14,0.322
0.14,0.322
0.14,0.322
0.14,0.322
0.14,0.322
0.14,0.322
0.14,0.298
0.14,0.298
0.14,0.298
0.14,0.294
0.14,0.294
0.18,0.282
0.204,0.282
0.219,0.282
0.219,0.282
0.219,0.282
0.219,0.265
0.219,0.259
0.219,0.243
0.219,0.219
0.219,0.204
0.219,0.204
0.219,0.219
0.219,0.219
0.219,0.219
0.219,0.219
0.219,0.219
0.219,0.219
0.219,0.219
0.219,0.219
0.219,0.219
0.219,0.219
0.219,0.219
0.219,0.219
0.219,0.231
0.219,0.231
0.219,0.219
0.219,0.219
0.219,0.219
0.219,0.219
0.219,0.219
0.219,0.219
0.219,0.219
0.219,0.219
0.219,0.219
0.219,0.219
0.219,0.219
0.219,0.219
0.219,0.219
0.219,0.219
0.219,0.231
0.219,0.219
0.219,0.219
0.219,0.219
0.219,0.219
0.219,0.219
0.219,0.219
0.219,0.219
0.219,0.219
0.219,0.225
0.219,0.219
0.219,0.219
0.219,0.219
0.219,0.219
0.219,0.219
0.219,0.219
0.219,0.219
0.219,0.231
0.219,0.219
0.219,0.219
0.219,0.219
0.219,0.219
0.219,0.219
0.219,0.219
0.219,0.219
0.219,0.282
0.219,0.286
0.219,0.31
0.219,0.31
0.219,0.322
0.243,0.322
0.247,0.322
0.259,0.322
0.259,0.304
0.259,0.316
0.259,0.322
0.259,0.298
0.259,0.322
0.259,0.316
0.259,0.322
0.259,0.322
0.259,0.322
0.259,0.322
0.259,0.31
0.259,0.304
0.259,0.298
0.259,0.298
0.259,0.316
0.259,0.316
0.259,0.322
0.259,0.304
0.259,0.322
0.259,0.31
0.282,0.316
0.282,0.304
0.282,0.31
0.282,0.31
0.298,0.294
0.298,0.271
0.298,0.259
0.259,0.243
0.219,0.204
0.219,0.192
0.219,0.164
0.204,0.117
0.204,0.117
0.204,0.101
0.192,0.101
0.18,0.077
0.18,0.077
0.18,0.077
0.18,0.077
0.18,0.077
0.18,0.077
0.18,0.077
0.18,0.077
0.18,0.077
0.18,0.077
0.18,0.077
0.18,0.077
0.18,0.089
0.192,0.077
0.18,0.077
0.18,0.077
0.18,0.077
0.18,0.077
0.172,0.077
0.164,0.077
0.164,0.077
0.164,0.077
0.164,0.077
0.164,0.077
0.164,0.077
0.164,0.077
0.164,0.077
0.14,0.077
0.14,0.105
0.152,0.117
0.14,0.117
0.14,0.135
0.158,0.14
0.152,0.14
0.164,0.158
0.146,0.164
0.152,0.194
0.14,0.204
0.164,0.204
0.164,0.204
0.164,0.219
0.164,0.219
0.164,0.219
0.14,0.219
0.158,0.219
0.158,0.219
0.158,0.219
0.158,0.219
0.158,0.219
0.14,0.198
0.14,0.204
0.158,0.204
0.158,0.204
0.152,0.204
0.152,0.204
0.135,0.204
0.117,0.204
0.117,0.204
0.117,0.204
0.117,0.204
0.117,0.204
0.117,0.204
0.117,0.204
0.117,0.204
0.117,0.198
0.117,0.204
0.117,0.204
0.117,0.204
0.117,0.204
0.117,0.204
0.117,0.204
0.123,0.204
0.204,0.243
0.207,0.259
0.219,0.282
0.219,0.298
0.219,0.304
0.219,0.322
0.219,0.322
0.219,0.322
0.219,0.338
0.219,0.338
0.219,0.338
0.219,0.338
0.219,0.338
0.219,0.338
0.219,0.338
0.219,0.338
0.2,0.338
0.14,0.338
0.14,0.338
0.14,0.338
0.14,0.265
0.14,0.259
0.14,0.259
0.14,0.243
0.14,0.219
0.14,0.204
0.14,0.168
0.14,0.164
0.14,0.164
0.14,0.164
0.14,0.164
0.14,0.164
0.14,0.164
0.14,0.164
0.14,0.164
0.14,0.164
0.14,0.164
0.123,0.164
0.14,0.164
0.14,0.164
0.117,0.164
0.14,0.164
0.14,0.164
0.135,0.164
0.123,0.164
0.123,0.164
0.123,0.164
0.135,0.164
0.117,0.164
0.135,0.164
0.117,0.164
0.129,0.164
0.117,0.164
0.117,0.164
0.117,0.164
0.117,0.164
0.129,0.164
0.117,0.164
0.117,0.164
0.117,0.164
0.129,0.164
0.117,0.164
0.077,0.135
0.077,0.109
0.038,0.077
0.038,0.062
0.022,0.062
0.0,0.062
0.0,0.062
0.0,0.062
0.0,0.062
0.0,0.062
0.0,0.062
0.0,0.062
0.0,0.062
0.0,0.062
0.0,0.062
0.0,0.038
0.0,0.038
0.0,0.022
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
