valence,arousal
-0.039,-0.026
-0.039,-0.029
-0.035,-0.029
-0.024,-0.029
-0.041,-0.029
-0.015,-0.029
-0.019,-0.029
-0.008,-0.028
-0.011,-0.028
0.0,-0.027
0.0,-0.027
0.0,-0.026
-0.005,-0.025
0.0,-0.025
0.0,-0.022
0.0,-0.02
0.004,-0.02
0.02,-0.018
0.016,-0.017
0.019,-0.015
0.017,-0.017
0.019,-0.02
0.02,-0.022
0.02,-0.024
0.021,-0.025
0.009,-0.025
0.005,-0.028
0.004,-0.029
-0.058,-0.029
-0.066,-0.029
-0.068,-0.03
-0.066,-0.024
-0.065,-0.024
-0.061,-0.024
-0.052,-0.024
-0.051,-0.02
-0.036,-0.01
-0.02,-0.008
-0.018,-0.006
-0.011,-0.008
-0.002,-0.007
-0.032,-0.007
0.012,-0.005
0.047,-0.005
0.137,0.0
0.183,0.0
0.189,0.0
0.191,0.001
0.191,0.007
0.192,0.021
0.19,0.025
0.188,0.078
0.187,0.134
0.183,0.167
0.176,0.167
0.173,0.165
0.171,0.165
0.17,0.165
0.171,0.165
0.17,0.163
0.17,0.163
0.171,0.163
0.171,0.159
0.171,0.141
0.171,0.136
0.166,0.135
0.155,0.136
0.15,0.135
0.151,0.135
0.15,0.135
0.152,0.135
0.151,0.135
0.15,0.13
0.148,0.122
0.147,0.102
0.146,0.096
0.146,0.079
0.151,0.075
0.156,0.077
0.162,0.077
0.163,0.077
0.163,0.073
0.164,0.074
0.163,0.073
0.163,0.075
0.163,0.074
0.164,0.075
0.163,0.075
0.164,0.074
0.164,0.075
0.165,0.075
0.163,0.075
0.128,0.075
0.107,0.074
0.088,0.074
0.075,0.069
0.075,0.057
0.075,0.063
0.069,0.062
0.056,0.066
0.053,0.066
0.056,0.069
0.048,0.071
0.049,0.071
0.05,0.075
0.03,0.083
0.04,0.086
0.045,0.088
0.056,0.088
0.067,0.111
0.072,0.175
0.072,0.186
0.073,0.199
0.073,0.227
0.074,0.238
0.092,0.259
0.144,0.278
0.165,0.302
0.167,0.316
0.166,0.319
0.167,0.323
0.17,0.321
0.171,0.324
0.176,0.323
0.174,0.312
0.169,0.302
0.169,0.294
0.163,0.294
0.151,0.27
0.147,0.236
0.147,0.208
0.147,0.17
0.147,0.154
0.143,0.13
0.142,0.122
0.141,0.109
0.141,0.109
0.141,0.107
0.138,0.115
0.133,0.116
0.122,0.122
0.118,0.126
0.111,0.127
0.115,0.127
0.118,0.127
0.127,0.127
0.129,0.127
0.131,0.127
0.131,0.13
0.131,0.131
0.128,0.133
0.124,0.179
0.113,0.19
0.062,0.195
-0.029,0.204
-0.067,0.215
-0.105,0.22
-0.137,0.242
-0.256,0.248
-0.305,0.255
-0.323,0.253
-0.311,0.254
-0.264,0.255
-0.171,0.254
-0.136,0.254
-0.12,0.253
-0.117,0.253
-0.115,0.253
-0.112,0.251
-0.111,0.25
-0.113,0.245
-0.115,0.242
-0.115,0.235
-0.115,0.232
-0.115,0.232
-0.115,0.233
-0.114,0.235
-0.113,0.235
-0.114,0.236
-0.119,0.234
-0.122,0.233
-0.122,0.223
-0.121,0.21
-0.121,0.212
-0.12,0.213
-0.114,0.22
-0.106,0.226
-0.089,0.227
-0.079,0.227
-0.061,0.228
-0.052,0.227
-0.031,0.228
-0.033,0.228
-0.036,0.228
-0.029,0.228
-0.012,0.229
0.0,0.229
0.0,0.228
0.0,0.228
0.0,0.227
0.0,0.221
0.0,0.194
0.0,0.18
0.002,0.166
0.002,0.156
0.002,0.15
0.002,0.15
0.002,0.141
0.0,0.139
0.0,0.139
0.0,0.143
0.0,0.143
0.0,0.136
0.0,0.135
0.0,0.136
0.0,0.137
0.0,0.137
0.0,0.137
0.0,0.136
0.0,0.135
0.0,0.133
0.0,0.13
0.0,0.127
0.0,0.12
0.0,0.121
0.0,0.118
0.0,0.122
0.0,0.124
0.0,0.13
-0.064,0.134
-0.096,0.143
-0.236,0.166
-0.46,0.323
-0.59,0.378
-0.606,0.475
-0.594,0.501
-0.588,0.503
-0.588,0.508
-0.588,0.513
-0.587,0.52
-0.587,0.521
-0.588,0.53
-0.587,0.541
-0.587,0.559
-0.587,0.571
-0.587,0.6
-0.587,0.611
-0.587,0.62
-0.586,0.621
-0.587,0.621
-0.624,0.621
-0.643,0.621
-0.642,0.616
-0.642,0.614
-0.63,0.613
-0.616,0.612
-0.589,0.613
-0.583,0.617
-0.575,0.635
-0.576,0.662
-0.581,0.751
-0.584,0.788
-0.589,0.794
-0.626,0.828
-0.633,0.884
-0.639,0.901
-0.676,0.905
-0.691,0.903
-0.704,0.898
-0.713,0.897
-0.723,0.893
-0.72,0.885
-0.711,0.882
-0.711,0.867
-0.711,0.801
-0.711,0.773
-0.711,0.723
-0.711,0.698
-0.695,0.655
-0.655,0.618
-0.638,0.591
-0.609,0.58
-0.597,0.531
-0.579,0.508
-0.575,0.447
-0.573,0.394
-0.573,0.338
-0.574,0.259
-0.573,0.251
-0.57,0.232
-0.524,0.214
-0.459,0.193
-0.309,0.191
-0.203,0.19
-0.051,0.188
-0.05,0.193
-0.05,0.196
-0.05,0.197
-0.051,0.199
-0.051,0.197
-0.051,0.194
-0.05,0.154
-0.05,0.133
-0.049,0.098
-0.044,0.083
-0.008,0.079
0.001,0.081
0.0,0.078
0.0,0.072
0.0,0.053
0.0,0.041
0.0,0.034
0.0,0.021
0.0,0.011
0.0,0.005
0.0,0.011
0.0,0.012
0.0,0.012
0.0,0.013
0.0,0.013
0.0,0.012
0.0,0.012
0.0,0.014
0.0,0.015
0.0,0.014
0.0,0.013
0.0,0.014
0.0,0.013
0.0,0.015
0.0,0.015
0.0,0.016
0.0,0.015
0.0,0.015
0.0,0.013
0.0,0.013
0.0,0.013
0.0,0.014
