valence,arousal
0.0,0.148
0.0,0.148
0.0,0.148
0.0,0.148
0.0,0.148
0.0,0.148
-0.087,0.148
-0.135,0.148
-0.135,0.219
-0.151,0.219
-0.175,0.219
-0.175,0.219
-0.175,0.219
-0.175,0.219
-0.175,0.219
-0.175,0.219
-0.175,0.235
-0.183,0.235
-0.183,0.235
-0.183,0.235
-0.199,0.235
-0.207,0.235
-0.207,0.235
-0.223,0.235
-0.223,0.259
-0.223,0.322
-0.263,0.361
-0.311,0.361
-0.311,0.361
-0.311,0.432
-0.311,0.48
-0.311,0.495
-0.311,0.464
-0.311,0.464
-0.311,0.464
-0.311,0.464
-0.311,0.464
-0.311,0.464
-0.311,0.464
-0.311,0.464
-0.311,0.464
-0.311,0.464
-0.311,0.464
-0.247,0.464
-0.207,0.464
-0.175,0.464
-0.159,0.464
-0.135,0.464
-0.127,0.464
-0.127,0.464
-0.127,0.464
-0.111,0.448
-0.087,0.432
-0.063,0.432
-0.039,0.409
-0.015,0.393
-0.015,0.393
-0.039,0.377
0.0,0.377
0.0,0.377
0.0,0.361
0.0,0.393
0.0,0.393
0.0,0.393
0.0,0.393
0.0,0.393
0.0,0.361
0.0,0.377
0.0,0.322
0.0,0.346
0.0,0.322
0.0,0.306
0.0,0.306
0.0,0.322
0.0,0.346
0.0,0.346
0.0,0.306
0.0,0.29
0.0,0.322
0.0,0.29
0.0,0.275
0.0,0.275
0.0,0.306
0.0,0.29
0.0,0.275
0.0,0.275
0.0,0.275
0.0,0.306
0.0,0.322
0.0,0.275
0.0,0.259
-0.023,0.29
0.0,0.259
-0.087,0.259
-0.135,0.259
-0.159,0.235
-0.159,0.235
-0.175,0.235
-0.175,0.259
-0.175,0.219
-0.175,0.219
-0.175,0.219
-0.175,0.219
-0.175,0.219
-0.175,0.219
-0.175,0.219
-0.175,0.219
-0.175,0.219
-0.175,0.235
-0.175,0.204
-0.175,0.204
-0.175,0.219
-0.175,0.219
-0.175,0.219
-0.175,0.219
-0.175,0.219
-0.183,0.219
-0.183,0.219
-0.183,0.219
-0.183,0.219
-0.183,0.219
-0.183,0.219
-0.183,0.219
-0.183,0.219
-0.183,0.219
-0.183,0.219
-0.183,0.188
-0.183,0.172
-0.159,0.204
-0.151,0.204
-0.135,0.172
-0.111,0.172
-0.087,0.172
-0.087,0.148
-0.087,0.172
-0.087,0.172
-0.087,0.172
-0.087,0.172
-0.087,0.172
-0.087,0.172
-0.087,0.172
-0.087,0.172
-0.087,0.172
-0.071,0.172
-0.071,0.172
-0.071,0.148
-0.071,0.172
-0.071,0.172
-0.071,0.172
-0.071,0.172
-0.071,0.172
-0.071,0.172
-0.071,0.172
-0.071,0.172
-0.071,0.172
-0.071,0.172
-0.071,0.172
-0.071,0.172
-0.071,0.172
-0.063,0.172
-0.063,0.172
-0.047,0.172
-0.039,0.172
-0.039,0.172
-0.039,0.172
-0.039,0.172
-0.039,0.172
-0.039,0.172
-0.039,0.172
-0.039,0.172
-0.039,0.172
-0.039,0.172
-0.039,0.172
-0.039,0.172
-0.039,0.172
-0.063,0.172
-0.071,0.172
-0.103,0.172
-0.127,0.172
-0.135,0.172
-0.135,0.172
-0.151,0.172
-0.151,0.172
-0.151,0.188
-0.151,0.188
-0.151,0.188
-0.159,0.188
-0.159,0.188
-0.159,0.188
-0.159,0.188
-0.159,0.188
-0.159,0.188
-0.159,0.188
-0.159,0.188
-0.159,0.188
-0.159,0.204
-0.159,0.204
-0.175,0.219
-0.175,0.219
-0.175,0.219
-0.175,0.219
-0.175,0.204
-0.175,0.204
-0.175,0.204
-0.175,0.204
-0.175,0.204
-0.175,0.204
-0.151,0.204
-0.087,0.204
-0.023,0.204
-0.015,0.204
0.0,0.204
0.0,0.204
0.0,0.204
0.0,0.204
0.0,0.204
0.0,0.204
0.0,0.188
0.0,0.172
0.0,0.172
0.0,0.133
0.0,0.133
0.0,0.133
0.0,0.148
0.0,0.148
0.0,0.148
0.0,0.148
0.0,0.148
0.0,0.148
0.0,0.148
0.0,0.148
0.0,0.148
0.0,0.148
0.0,0.148
0.0,0.148
0.0,0.148
0.0,0.117
0.0,0.117
0.0,0.117
0.0,0.117
0.0,0.117
0.0,0.117
0.0,0.117
0.0,0.117
0.0,0.117
0.0,0.117
0.0,0.117
0.0,0.117
0.0,0.117
0.0,0.117
0.0,0.117
0.0,0.117
0.0,0.117
0.0,0.117
0.0,0.117
0.0,0.117
0.0,0.117
0.0,0.117
0.0,0.117
0.0,0.117
0.0,0.117
0.0,0.117
0.0,0.117
0.0,0.117
0.0,0.117
0.0,0.117
0.0,0.117
0.0,0.117
0.0,0.101
0.0,0.085
0.0,0.085
0.0,0.085
0.0,0.062
0.0,0.062
0.0,0.062
0.0,0.062
0.0,0.046
0.0,0.062
0.0,0.062
0.0,0.062
0.0,0.062
0.0,0.03
0.0,0.03
0.0,0.014
0.0,0.046
0.0,0.046
0.0,0.046
0.0,0.046
0.0,0.046
0.0,0.046
0.0,0.046
0.0,0.062
0.0,0.101
0.0,0.101
0.0,0.117
0.0,0.117
0.0,0.117
0.0,0.117
0.0,0.117
0.0,0.117
0.0,0.117
0.0,0.117
0.0,0.117
0.0,0.117
0.0,0.117
0.0,0.117
0.0,0.117
0.0,0.117
0.0,0.117
0.0,0.117
0.0,0.117
0.0,0.117
0.0,0.133
0.0,0.148
0.0,0.148
0.0,0.148
0.0,0.148
0.0,0.148
0.0,0.148
0.0,0.148
0.0,0.148
0.0,0.172
0.0,0.148
0.0,0.148
0.0,0.148
0.0,0.148
0.0,0.148
0.0,0.148
0.0,0.148
-0.015,0.148
-0.015,0.148
-0.023,0.148
-0.039,0.148
-0.039,0.148
-0.047,0.133
-0.047,0.117
-0.047,0.117
-0.047,0.101
-0.047,0.085
-0.039,0.085
-0.063,0.085
-0.063,0.085
-0.071,0.085
-0.071,0.085
-0.071,0.085
-0.071,0.085
-0.071,0.062
-0.087,0.085
-0.087,0.085
-0.087,0.062
-0.087,0.062
-0.087,0.062
-0.087,0.062
-0.087,0.062
-0.087,0.062
-0.087,0.046
-0.087,0.046
-0.087,0.046
-0.087,0.046
-0.087,0.046
-0.087,0.046
-0.087,0.046
-0.087,0.046
-0.087,0.046
-0.087,0.046
-0.087,0.046
-0.087,0.046
-0.087,0.046
-0.087,0.046
-0.087,0.046
-0.087,0.046
-0.087,0.085
-0.087,0.085
-0.087,0.085
-0.087,0.085
-0.087,0.085
-0.087,0.085
-0.087,0.085
-0.087,0.085
-0.087,0.085
-0.087,0.085
-0.087,0.085
-0.087,0.085
-0.103,0.085
-0.111,0.085
-0.135,0.085
-0.151,0.085
-0.159,0.085
-0.159,0.085
-0.159,0.062
-0.159,0.085
-0.159,0.085
-0.159,0.085
-0.159,0.085
-0.159,0.085
-0.159,0.085
-0.159,0.085
-0.159,0.085
-0.159,0.085
-0.159,0.085
-0.159,0.085
-0.159,0.085
-0.159,0.085
-0.159,0.085
-0.159,0.085
-0.159,0.085
-0.159,0.085
-0.159,0.085
-0.159,0.085
-0.159,0.062
-0.159,0.085
-0.159,0.085
-0.159,0.085
-0.159,0.085
-0.159,0.085
-0.159,0.085
-0.159,0.085
-0.159,0.085
-0.159,0.085
-0.159,0.062
-0.159,0.085
-0.159,0.085
-0.159,0.085
-0.175,0.085
-0.175,0.085
-0.175,0.085
-0.175,0.085
-0.175,0.085
-0.175,0.085
-0.175,0.085
-0.175,0.085
-0.175,0.085
-0.175,0.085
