valence,arousal
-0.329,0.511
-0.329,0.527
-0.329,0.527
-0.329,0.527
-0.329,0.527
-0.329,0.527
-0.329,0.527
-0.329,0.527
-0.329,0.527
-0.329,0.527
-0.329,0.527
-0.329,0.533
-0.297,0.551
-0.297,0.551
-0.289,0.574
-0.281,0.582
-0.281,0.582
-0.281,0.606
-0.281,0.638
-0.266,0.638
-0.266,0.638
-0.266,0.638
-0.266,0.638
-0.345,0.661
-0.392,0.693
-0.432,0.709
-0.455,0.764
-0.455,0.776
-0.471,0.843
-0.487,0.847
-0.507,0.874
-0.535,0.88
-0.582,0.898
-0.598,0.929
-0.622,0.929
-0.669,0.929
-0.724,0.929
-0.76,0.929
-0.812,0.929
-0.875,0.929
-0.875,0.929
-0.914,0.929
-0.914,0.929
-0.914,0.929
-0.914,0.929
-0.914,0.929
-0.914,0.929
-0.914,0.929
-0.914,0.929
-0.914,0.929
-0.914,0.929
-0.914,0.929
-0.914,0.929
-0.914,0.929
-0.914,0.929
-0.914,0.929
-0.914,0.929
-0.914,0.929
-0.883,0.929
-0.883,0.929
-0.883,0.929
-0.883,0.929
-0.883,0.929
-0.883,0.929
-0.883,0.929
-0.867,0.929
-0.867,0.929
-0.851,0.929
-0.851,0.929
-0.819,0.929
-0.772,0.929
-0.772,0.929
-0.756,0.929
-0.756,0.929
-0.756,0.929
-0.756,0.929
-0.756,0.929
-0.756,0.929
-0.756,0.898
-0.756,0.898
-0.756,0.898
-0.796,0.898
-0.867,0.898
-0.914,0.874
-0.914,0.843
-0.93,0.819
-0.962,0.803
-0.978,0.803
-0.978,0.803
-0.978,0.803
-0.978,0.803
-0.978,0.87
-0.978,0.898
-1.0,0.898
-1.0,0.914
-1.0,0.914
-1.0,0.914
-1.0,0.914
-1.0,0.914
-1.0,0.914
-1.0,0.914
-1.0,0.914
-1.0,0.914
-1.0,0.914
-1.0,0.914
-1.0,0.914
-1.0,0.914
-1.0,0.914
-1.0,0.914
-1.0,0.914
-1.0,0.914
-1.0,0.914
-1.0,0.914
-1.0,0.914
-1.0,0.914
-1.0,0.914
-1.0,0.914
-1.0,0.914
-1.0,0.914
-1.0,0.914
-1.0,0.914
-1.0,0.914
-1.0,0.914
-1.0,0.914
-1.0,0.914
-1.0,0.914
-1.0,0.914
-1.0,0.914
-1.0,0.914
-1.0,0.914
-1.0,0.914
-1.0,0.914
-1.0,0.914
-1.0,0.914
-1.0,0.914
-1.0,0.914
-1.0,0.918
-1.0,0.929
-1.0,0.929
-1.0,0.929
-1.0,0.929
-1.0,0.929
-1.0,0.929
-1.0,0.929
-1.0,0.929
-1.0,0.929
-1.0,0.929
-1.0,0.929
-1.0,0.929
-1.0,0.953
-1.0,0.969
-1.0,0.993
-1.0,1.0
-1.0,1.0
-1.0,1.0
-1.0,1.0
-1.0,1.0
-1.0,1.0
-1.0,1.0
-1.0,1.0
-1.0,1.0
-1.0,1.0
-1.0,1.0
-1.0,1.0
-1.0,1.0
-1.0,1.0
-1.0,1.0
-1.0,1.0
-1.0,1.0
-1.0,1.0
-1.0,1.0
-1.0,1.0
-1.0,1.0
-1.0,1.0
-0.942,1.0
-0.91,1.0
-0.883,1.0
-0.867,1.0
-0.867,1.0
-0.851,1.0
-0.851,1.0
-0.851,1.0
-0.851,1.0
-0.851,1.0
-0.851,1.0
-0.851,1.0
-0.835,1.0
-0.823,1.0
-0.819,0.957
-0.819,0.953
-0.804,0.953
-0.804,0.953
-0.804,0.953
-0.804,0.953
-0.788,0.953
-0.788,0.953
-0.788,0.953
-0.772,0.929
-0.756,0.929
-0.724,0.929
-0.709,0.929
-0.709,0.929
-0.709,0.929
-0.709,0.929
-0.709,0.929
-0.709,0.929
-0.709,0.929
-0.709,0.898
-0.709,0.898
-0.709,0.898
-0.709,0.898
-0.709,0.898
-0.709,0.898
-0.709,0.898
-0.709,0.886
-0.709,0.886
-0.709,0.874
-0.709,0.874
-0.709,0.874
-0.709,0.874
-0.709,0.874
-0.709,0.874
-0.709,0.874
-0.693,0.843
-0.693,0.843
-0.689,0.843
-0.677,0.831
-0.677,0.831
-0.661,0.819
-0.645,0.819
-0.598,0.819
-0.582,0.819
-0.582,0.819
-0.582,0.819
-0.705,0.819
-0.863,0.819
-1.0,0.819
-1.0,0.87
-1.0,0.87
-1.0,0.997
-1.0,1.0
-1.0,1.0
-1.0,1.0
-1.0,1.0
-1.0,1.0
-1.0,1.0
-1.0,1.0
-1.0,1.0
-1.0,1.0
-1.0,1.0
-1.0,1.0
-1.0,1.0
-1.0,1.0
-1.0,1.0
-1.0,1.0
-1.0,1.0
-1.0,1.0
-1.0,1.0
-1.0,1.0
-1.0,1.0
-1.0,0.953
-1.0,0.953
-1.0,0.953
-1.0,0.953
-1.0,0.935
-1.0,0.935
-1.0,0.953
-1.0,0.941
-1.0,0.929
-1.0,0.929
-1.0,0.898
-1.0,0.898
-1.0,0.898
-1.0,0.874
-0.926,0.874
-0.914,0.874
-0.891,0.874
