valence,arousal
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,-0.047
0.0,-0.047
0.0,0.0
0.0,0.338
0.0,0.44
0.054,0.503
0.093,0.488
0.14,0.432
0.18,0.393
0.196,0.338
0.196,0.235
0.196,0.211
0.196,0.204
0.196,0.204
0.196,0.204
0.196,0.204
0.196,0.227
0.196,0.227
0.196,0.188
0.196,0.188
0.196,0.156
0.196,0.164
0.196,0.133
0.196,0.093
0.196,0.062
0.196,0.038
0.196,0.022
0.196,0.022
0.196,0.022
0.196,0.022
0.196,0.014
0.196,0.014
0.196,0.014
0.196,0.014
0.196,0.038
0.196,0.038
0.196,0.038
0.196,0.038
0.196,0.046
0.196,0.062
0.172,0.101
0.172,0.133
0.172,0.133
0.14,0.133
0.14,0.133
0.117,0.133
0.093,0.133
0.085,0.133
0.085,0.133
0.085,0.133
0.085,0.133
0.085,0.133
0.085,0.133
0.085,0.133
0.085,0.133
0.085,0.093
0.085,0.077
0.085,0.077
0.085,0.077
0.085,0.077
0.085,0.054
0.085,0.046
0.085,0.038
0.085,0.038
0.109,0.038
0.117,0.022
0.125,0.022
0.125,0.022
0.14,0.022
0.14,0.022
0.14,0.022
0.14,0.014
0.14,0.006
0.14,0.006
0.14,0.006
0.14,0.006
0.14,0.006
0.14,0.006
0.14,0.006
0.14,0.038
0.14,0.054
0.14,0.077
0.14,0.125
0.14,0.14
0.14,0.14
0.117,0.14
0.156,0.156
0.188,0.156
0.227,0.156
0.227,0.156
0.227,0.156
0.227,0.156
0.243,0.156
0.219,0.156
0.219,0.156
0.219,0.156
0.219,0.156
0.219,0.156
0.219,0.156
0.219,0.156
0.219,0.156
0.219,0.156
0.219,0.156
0.219,0.156
0.219,0.156
0.219,0.156
0.219,0.156
0.219,0.156
0.219,0.156
0.219,0.156
0.219,0.156
