valence,arousal
-0.001,0.284
-0.001,0.284
-0.001,0.284
-0.001,0.284
-0.001,0.284
0.0,0.284
0.007,0.283
0.025,0.284
0.051,0.284
0.081,0.284
0.107,0.285
0.158,0.285
0.175,0.284
0.178,0.285
0.182,0.285
0.183,0.29
0.185,0.293
0.187,0.293
0.188,0.293
0.19,0.295
0.19,0.293
0.19,0.295
0.19,0.294
0.19,0.294
0.19,0.294
0.19,0.296
0.193,0.295
0.221,0.295
0.244,0.295
0.277,0.299
0.281,0.304
0.282,0.304
0.281,0.308
0.276,0.307
0.273,0.312
0.266,0.312
0.254,0.316
0.254,0.323
0.253,0.325
0.253,0.323
0.253,0.324
0.253,0.323
0.253,0.332
0.253,0.338
0.253,0.343
0.285,0.343
0.316,0.349
0.347,0.352
0.381,0.355
0.396,0.356
0.394,0.358
0.398,0.357
0.407,0.358
0.44,0.358
0.467,0.357
0.512,0.356
0.516,0.355
0.514,0.356
0.512,0.355
0.511,0.355
0.507,0.355
0.506,0.355
0.499,0.355
0.496,0.357
0.495,0.357
0.494,0.353
0.494,0.351
0.49,0.35
0.49,0.351
0.462,0.35
0.41,0.353
0.377,0.355
0.37,0.356
0.371,0.357
0.372,0.356
0.375,0.356
0.379,0.357
0.381,0.361
0.381,0.383
0.382,0.408
0.384,0.482
0.392,0.518
0.394,0.522
0.394,0.531
0.395,0.535
0.394,0.535
0.395,0.541
0.437,0.571
0.568,0.604
0.601,0.616
0.617,0.633
0.619,0.636
0.62,0.636
0.617,0.634
0.615,0.635
0.606,0.634
0.599,0.634
0.599,0.635
0.599,0.643
0.598,0.649
0.599,0.653
0.598,0.664
0.599,0.672
0.599,0.688
0.6,0.693
0.599,0.696
0.6,0.695
0.6,0.694
0.647,0.691
0.725,0.69
0.997,0.689
1.0,0.689
1.0,0.693
1.0,0.779
1.0,0.805
1.0,0.895
1.0,0.965
1.0,0.976
1.0,0.984
1.0,0.985
1.0,0.987
1.0,0.988
1.0,0.987
1.0,0.987
1.0,0.985
1.0,0.986
1.0,0.986
1.0,0.987
1.0,0.987
1.0,0.985
1.0,0.983
1.0,0.98
0.985,0.978
0.984,0.976
0.976,0.97
0.94,0.965
0.935,0.96
0.91,0.96
0.898,0.96
0.884,0.959
0.882,0.945
0.883,0.931
0.882,0.923
0.878,0.917
0.877,0.893
0.876,0.881
0.873,0.875
0.873,0.864
0.87,0.861
0.871,0.86
0.877,0.847
0.884,0.825
1.0,0.824
1.0,0.83
1.0,0.963
1.0,1.0
1.0,1.0
1.0,1.0
