valence,arousal
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.016
0.0,0.109
0.083,0.182
0.211,0.322
0.271,0.338
0.389,0.367
0.389,0.503
0.661,0.503
0.661,0.519
0.685,0.543
0.712,0.543
0.724,0.582
0.74,0.661
0.764,0.724
0.835,0.772
0.835,0.827
0.866,0.827
0.866,0.849
0.882,0.843
0.882,0.843
0.882,0.843
0.882,0.87
0.882,0.894
0.882,0.906
0.882,0.922
0.882,0.933
0.882,0.922
0.882,0.922
0.791,0.922
0.764,0.922
0.746,0.866
0.724,0.724
0.724,0.689
0.701,0.649
0.701,0.559
0.685,0.559
0.685,0.497
0.661,0.419
0.661,0.385
0.661,0.385
0.661,0.385
0.645,0.385
0.559,0.385
0.555,0.385
0.503,0.373
0.503,0.361
0.48,0.344
0.48,0.322
0.48,0.322
0.48,0.322
0.464,0.322
0.464,0.322
0.464,0.322
0.464,0.322
0.464,0.373
0.474,0.373
0.559,0.503
0.559,0.503
0.606,0.503
0.606,0.503
0.622,0.503
0.634,0.519
0.622,0.519
0.622,0.519
0.634,0.543
0.559,0.559
0.543,0.559
0.503,0.559
0.48,0.559
0.446,0.559
0.401,0.549
0.401,0.503
0.401,0.503
0.401,0.492
0.385,0.464
0.385,0.464
0.385,0.424
0.385,0.401
0.385,0.401
0.385,0.361
0.385,0.361
0.385,0.361
0.385,0.361
0.385,0.361
0.385,0.361
0.458,0.361
0.48,0.389
0.519,0.419
0.519,0.452
0.519,0.464
0.543,0.48
0.543,0.48
0.559,0.503
0.582,0.503
0.582,0.503
0.622,0.503
0.622,0.503
0.645,0.503
0.661,0.503
0.661,0.503
0.661,0.503
0.661,0.503
0.661,0.503
0.661,0.503
0.588,0.503
0.543,0.503
0.519,0.503
0.486,0.503
0.486,0.503
0.389,0.503
0.361,0.464
0.361,0.44
0.361,0.401
0.361,0.385
0.361,0.361
0.361,0.361
0.361,0.361
0.361,0.338
0.361,0.298
0.361,0.298
0.361,0.298
0.361,0.282
0.361,0.282
0.361,0.282
0.379,0.282
0.397,0.282
0.407,0.282
0.44,0.282
0.44,0.282
0.464,0.282
0.492,0.282
0.497,0.282
0.515,0.322
0.519,0.322
0.519,0.322
