valence,arousal
0.0,-0.052
0.0,-0.052
0.0,-0.052
0.0,-0.052
0.0,-0.052
0.0,-0.052
0.0,-0.052
0.0,-0.052
0.0,-0.052
0.0,-0.052
0.0,-0.052
0.0,-0.052
0.0,-0.052
0.0,-0.052
0.0,-0.052
0.0,-0.052
0.0,-0.052
0.014,0.0
0.014,0.0
0.038,0.0
0.038,0.014
0.054,0.014
0.054,0.014
0.071,0.014
0.109,0.014
0.109,0.014
0.133,0.014
0.133,0.014
0.133,0.038
0.133,0.014
0.133,0.014
0.133,0.014
0.133,0.014
0.133,0.02
0.133,0.02
0.133,0.014
0.133,0.032
0.133,0.038
0.133,0.038
0.133,0.038
0.133,0.054
0.133,0.054
0.133,0.071
0.133,0.077
0.133,0.077
0.148,0.077
0.148,0.077
0.188,0.109
0.188,0.109
0.188,0.109
0.188,0.109
0.188,0.109
0.204,0.109
0.204,0.109
0.204,0.109
0.204,0.109
0.204,0.109
0.204,0.109
0.204,0.109
0.219,0.109
0.219,0.109
0.219,0.109
0.219,0.109
0.219,0.109
0.219,0.109
0.219,0.109
0.219,0.109
0.243,0.109
0.219,0.109
0.225,0.109
0.219,0.109
0.219,0.109
0.219,0.109
0.219,0.133
0.243,0.133
0.243,0.133
0.259,0.133
0.259,0.133
0.263,0.148
0.28,0.148
0.298,0.148
0.298,0.148
0.298,0.148
0.298,0.164
0.298,0.164
0.298,0.164
0.298,0.176
0.292,0.188
0.286,0.188
0.298,0.188
0.292,0.188
0.298,0.188
0.298,0.188
0.267,0.188
0.243,0.188
0.219,0.188
0.219,0.188
0.219,0.204
0.204,0.204
0.188,0.204
0.164,0.204
0.148,0.204
0.148,0.204
0.148,0.204
0.148,0.204
0.148,0.204
0.148,0.204
0.148,0.204
0.133,0.204
0.133,0.204
0.133,0.204
0.133,0.204
0.133,0.204
0.133,0.204
0.133,0.204
0.133,0.204
0.133,0.204
0.133,0.204
0.133,0.204
0.133,0.204
0.133,0.204
0.133,0.204
0.133,0.204
0.133,0.204
0.133,0.204
0.133,0.204
0.133,0.204
0.133,0.204
0.133,0.204
0.133,0.204
0.115,0.204
0.115,0.204
0.109,0.204
0.109,0.204
0.109,0.204
0.121,0.204
0.121,0.204
0.109,0.204
0.109,0.204
0.109,0.204
0.109,0.204
0.115,0.204
0.109,0.204
0.109,0.204
0.109,0.204
0.115,0.204
0.109,0.204
0.121,0.204
0.109,0.204
0.109,0.204
0.109,0.204
0.109,0.204
