valence,arousal
0.0,0.002
0.0,0.002
0.0,0.001
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.001
0.0,0.001
0.0,0.0
0.0,0.001
0.0,0.002
0.0,0.002
0.0,0.002
0.0,0.002
0.0,0.002
0.0,0.0
0.002,0.0
0.003,0.0
0.002,0.0
0.003,0.0
0.002,0.0
0.002,0.0
0.001,0.0
0.002,0.0
0.006,0.0
0.009,0.0
0.011,0.0
0.019,0.0
0.021,0.0
0.021,0.0
0.021,0.0
0.02,0.0
0.017,0.0
0.017,0.0
0.017,0.0
0.017,0.0
0.019,0.0
0.019,0.0
0.019,0.0
0.019,0.0
0.019,0.0
0.019,0.0
0.019,0.0
0.021,0.001
0.02,0.0
0.018,0.0
0.015,0.0
0.013,0.0
0.008,0.0
0.007,0.0
0.007,0.0
0.011,0.0
0.011,0.002
0.013,0.003
0.014,0.004
0.015,0.0
0.015,0.004
0.014,0.003
0.013,0.003
0.011,0.004
0.009,0.002
0.008,0.0
0.008,0.0
0.009,0.0
0.012,0.004
0.013,0.014
0.024,0.016
0.026,0.017
0.033,0.024
0.054,0.031
0.066,0.045
0.066,0.048
0.064,0.069
0.064,0.068
0.065,0.068
0.069,0.069
0.085,0.068
0.131,0.014
0.165,0.081
0.23,0.105
0.259,0.163
0.285,0.194
0.287,0.161
0.286,0.205
0.286,0.188
0.285,0.226
0.284,0.225
0.283,0.255
0.282,0.258
0.276,0.268
0.27,0.273
0.254,0.274
0.253,0.277
0.253,0.274
0.253,0.266
0.253,0.259
0.253,0.25
0.253,0.248
0.254,0.245
0.254,0.245
0.254,0.244
0.253,0.24
0.244,0.235
0.236,0.234
0.215,0.233
0.193,0.235
0.189,0.236
0.185,0.236
0.181,0.235
0.182,0.236
0.18,0.236
0.182,0.236
0.183,0.236
0.186,0.236
0.187,0.236
0.188,0.236
0.19,0.235
0.189,0.235
0.189,0.233
0.189,0.231
0.19,0.226
0.19,0.223
0.19,0.208
0.192,0.19
0.197,0.18
0.203,0.174
0.21,0.165
0.21,0.179
0.209,0.181
0.21,0.182
0.21,0.186
0.21,0.188
0.21,0.187
0.21,0.19
0.21,0.189
0.21,0.191
0.21,0.19
0.21,0.188
0.21,0.19
0.21,0.189
0.21,0.19
0.21,0.19
0.21,0.189
0.211,0.188
0.211,0.189
0.211,0.19
0.211,0.19
0.211,0.191
0.211,0.191
0.21,0.191
0.211,0.191
0.211,0.191
0.211,0.192
0.21,0.192
0.21,0.193
0.21,0.193
0.21,0.191
0.211,0.192
0.212,0.192
0.211,0.193
0.21,0.193
0.21,0.193
0.263,0.195
0.296,0.195
0.319,0.195
0.319,0.197
0.315,0.202
0.297,0.205
0.292,0.214
0.292,0.215
0.292,0.215
0.287,0.215
0.277,0.216
0.251,0.216
0.236,0.216
0.235,0.216
0.233,0.216
0.234,0.216
0.236,0.216
0.24,0.216
0.238,0.216
0.238,0.216
0.234,0.216
0.213,0.217
0.201,0.217
0.188,0.217
0.184,0.217
0.184,0.217
0.182,0.216
0.185,0.217
0.185,0.216
0.184,0.216
0.182,0.217
0.183,0.217
0.187,0.217
0.19,0.218
0.192,0.217
0.193,0.217
0.192,0.217
0.193,0.217
0.194,0.217
0.195,0.216
0.197,0.217
0.197,0.217
0.197,0.217
0.199,0.217
0.2,0.217
0.2,0.217
0.2,0.217
0.201,0.217
0.201,0.217
0.201,0.217
0.201,0.217
0.201,0.217
0.201,0.217
0.201,0.217
0.201,0.217
0.201,0.218
0.201,0.217
0.201,0.218
0.202,0.218
0.206,0.218
0.21,0.218
0.214,0.218
0.214,0.217
0.214,0.218
0.214,0.217
0.215,0.229
0.214,0.234
0.215,0.244
0.215,0.249
0.216,0.252
0.216,0.255
0.215,0.255
0.216,0.257
0.216,0.257
0.215,0.259
0.215,0.26
0.215,0.261
0.216,0.261
0.215,0.261
0.216,0.262
0.215,0.262
0.215,0.262
0.216,0.261
0.215,0.262
0.216,0.263
0.215,0.263
0.216,0.263
0.216,0.263
0.216,0.263
0.216,0.263
0.216,0.263
0.223,0.263
0.229,0.263
0.233,0.263
0.246,0.263
0.257,0.263
0.275,0.263
0.287,0.263
0.312,0.263
0.311,0.263
0.316,0.263
0.316,0.263
0.314,0.262
0.313,0.263
0.31,0.263
0.31,0.263
0.309,0.262
0.309,0.261
0.309,0.26
0.309,0.259
0.31,0.258
0.309,0.257
0.309,0.257
0.31,0.258
0.309,0.259
0.309,0.259
0.309,0.259
0.308,0.261
0.308,0.265
0.308,0.266
0.308,0.252
0.307,0.263
0.307,0.27
0.306,0.266
0.307,0.267
0.307,0.273
0.307,0.274
0.307,0.272
0.308,0.275
0.307,0.274
0.307,0.272
0.308,0.274
0.308,0.273
