valence,arousal
0.0,0.456
-0.099,0.472
-0.155,0.472
-0.178,0.472
-0.246,0.472
-0.25,0.472
-0.281,0.472
-0.297,0.472
-0.313,0.472
-0.313,0.472
-0.313,0.472
-0.313,0.456
-0.345,0.456
-0.345,0.456
-0.36,0.456
-0.36,0.456
-0.36,0.456
-0.36,0.456
-0.36,0.456
-0.36,0.456
-0.36,0.456
-0.36,0.456
-0.36,0.456
-0.36,0.495
-0.36,0.495
-0.36,0.551
-0.36,0.567
-0.36,0.582
-0.36,0.582
-0.432,0.606
-0.463,0.606
-0.471,0.606
-0.487,0.638
-0.503,0.638
-0.503,0.661
-0.519,0.693
-0.55,0.776
-0.677,0.825
-0.721,0.825
-0.784,0.874
-0.819,0.874
-0.851,0.874
-0.883,0.88
-0.899,0.898
-0.918,0.898
-0.942,0.898
-0.978,0.898
-0.978,0.898
-1.0,0.898
-1.0,0.898
-1.0,0.898
-1.0,0.898
-1.0,0.898
-1.0,0.898
-1.0,0.898
-1.0,0.898
-1.0,0.898
-1.0,0.898
-1.0,0.898
-1.0,0.898
-1.0,0.929
-1.0,0.929
-1.0,0.929
-1.0,0.929
-1.0,0.929
-1.0,0.929
-1.0,0.929
-1.0,0.929
-1.0,0.929
-1.0,0.929
-1.0,0.929
-1.0,0.929
-1.0,0.929
-1.0,0.929
-1.0,0.953
-1.0,0.969
-1.0,0.969
-1.0,0.969
-1.0,0.969
-1.0,0.969
-1.0,0.969
-0.942,0.969
-0.914,0.969
-0.899,0.969
-0.883,0.969
-0.867,0.969
-0.867,0.929
-0.843,0.914
-0.835,0.898
-0.819,0.892
-0.819,0.874
-0.819,0.843
-0.819,0.819
-0.812,0.819
-0.804,0.799
-0.804,0.748
-0.804,0.709
-0.804,0.709
-0.804,0.693
-0.8,0.693
-0.788,0.661
-0.756,0.63
-0.724,0.614
-0.705,0.588
-0.622,0.519
-0.459,0.495
-0.44,0.472
-0.345,0.472
-0.297,0.472
-0.297,0.472
-0.297,0.472
-0.38,0.472
-0.455,0.472
-0.483,0.499
-0.55,0.545
-0.622,0.669
-0.693,0.74
-0.788,0.858
-0.863,0.88
-0.887,0.898
-0.914,0.898
-0.914,0.898
-0.914,0.88
-0.914,0.886
-0.914,0.898
-0.914,0.898
-0.914,0.898
-0.914,0.898
-0.926,0.898
-0.914,0.898
-0.914,0.898
-0.914,0.898
-0.93,0.898
-0.946,0.898
-0.962,0.898
-0.978,0.898
-0.978,0.898
-0.978,0.898
-0.978,0.892
-0.978,0.874
-0.978,0.858
-0.978,0.858
-0.978,0.843
-0.978,0.843
-0.978,0.843
-0.978,0.843
-0.978,0.843
-0.978,0.843
-0.978,0.843
-0.978,0.843
-0.978,0.843
-0.978,0.843
-0.978,0.843
-0.978,0.843
-0.978,0.843
-0.978,0.843
-0.978,0.843
-0.978,0.843
-0.978,0.843
-0.978,0.843
-0.978,0.843
-0.978,0.843
-0.978,0.843
-0.978,0.843
-0.914,0.843
-0.867,0.843
-0.867,0.843
-0.851,0.843
-0.851,0.843
-0.812,0.843
-0.812,0.843
-0.764,0.843
-0.756,0.843
-0.756,0.843
-0.756,0.795
-0.823,0.726
-0.914,0.709
-0.958,0.709
-1.0,0.709
-1.0,0.787
-1.0,0.858
-1.0,0.914
-1.0,0.914
-1.0,0.914
-1.0,0.929
-1.0,0.935
-1.0,0.929
-1.0,0.929
-1.0,0.947
-0.962,0.935
-0.914,0.929
-0.914,0.929
-0.914,0.935
-0.914,0.947
-0.914,0.906
-0.883,0.898
-0.867,0.898
-0.867,0.898
-0.847,0.874
-0.835,0.858
-0.812,0.843
-0.788,0.831
-0.772,0.819
-0.756,0.819
-0.724,0.803
-0.724,0.803
-0.709,0.803
-0.709,0.787
-0.709,0.748
-0.693,0.744
-0.693,0.732
-0.693,0.709
-0.677,0.709
-0.677,0.714
-0.677,0.709
-0.677,0.709
-0.677,0.714
-0.677,0.709
-0.677,0.709
-0.677,0.709
-0.677,0.709
-0.677,0.709
-0.677,0.709
-0.677,0.709
-0.677,0.709
-0.677,0.709
-0.677,0.726
-0.677,0.709
-0.677,0.709
-0.677,0.709
-0.677,0.709
-0.677,0.709
-0.677,0.709
-0.677,0.72
-0.677,0.709
-0.677,0.709
-0.677,0.709
-0.713,0.709
-0.76,0.709
-0.812,0.709
-0.883,0.709
-0.914,0.709
-0.93,0.709
-0.978,0.858
-1.0,0.922
-1.0,0.969
-1.0,0.969
-1.0,0.969
-1.0,0.985
-1.0,0.985
-1.0,0.985
-1.0,0.985
-0.914,0.985
-0.867,0.985
-0.867,0.985
-0.839,0.985
-0.835,0.941
-0.831,0.929
-0.819,0.898
-0.8,0.898
-0.788,0.898
-0.772,0.898
-0.772,0.898
-0.772,0.898
-0.756,0.898
-0.756,0.892
-0.724,0.874
-0.724,0.874
-0.709,0.886
-0.693,0.874
-0.677,0.87
-0.677,0.858
-0.677,0.855
-0.677,0.843
-0.677,0.843
-0.677,0.825
-0.677,0.815
