valence,arousal
-0.01,-0.005
-0.01,-0.005
-0.01,-0.007
-0.01,-0.007
-0.01,-0.007
-0.01,-0.007
-0.011,-0.007
-0.01,-0.007
-0.004,-0.007
0.0,-0.007
0.0,0.0
0.0,0.004
0.006,0.012
0.016,0.043
0.096,0.067
0.133,0.089
0.178,0.121
0.174,0.145
0.169,0.146
0.167,0.145
0.163,0.139
0.142,0.131
0.142,0.117
0.142,0.116
0.143,0.114
0.143,0.114
0.143,0.113
0.143,0.113
0.143,0.113
0.143,0.112
0.143,0.112
0.143,0.113
0.143,0.111
0.143,0.111
0.143,0.111
0.152,0.111
0.17,0.112
0.18,0.111
0.185,0.111
0.195,0.111
0.204,0.111
0.217,0.111
0.223,0.111
0.259,0.113
0.293,0.186
0.366,0.239
0.379,0.253
0.377,0.254
0.372,0.247
0.366,0.237
0.357,0.233
0.355,0.228
0.355,0.226
0.355,0.226
0.355,0.225
0.355,0.226
0.355,0.21
0.354,0.206
0.355,0.206
0.354,0.205
0.355,0.204
0.355,0.204
0.355,0.199
0.343,0.157
0.336,0.131
0.331,0.12
0.299,0.118
0.275,0.114
0.278,0.116
0.274,0.118
0.252,0.119
0.231,0.122
0.221,0.123
0.219,0.123
0.194,0.122
0.184,0.123
0.18,0.124
0.184,0.129
0.184,0.131
0.186,0.136
0.187,0.141
0.189,0.142
0.19,0.141
0.19,0.142
0.19,0.141
0.19,0.142
0.19,0.141
0.19,0.141
0.19,0.14
0.19,0.139
0.19,0.139
0.19,0.139
0.19,0.141
0.19,0.141
0.189,0.141
0.189,0.142
0.182,0.143
0.176,0.143
0.167,0.145
0.17,0.145
0.173,0.146
0.172,0.145
0.174,0.145
0.171,0.145
0.164,0.145
0.147,0.145
0.141,0.146
0.139,0.146
0.141,0.145
0.141,0.145
0.141,0.145
0.137,0.146
0.133,0.146
0.134,0.145
0.13,0.144
0.129,0.143
0.113,0.141
0.101,0.137
0.082,0.131
0.075,0.095
0.075,0.077
0.078,0.075
0.077,0.074
0.079,0.076
0.081,0.077
0.085,0.078
0.088,0.081
0.089,0.083
0.09,0.084
0.092,0.086
0.092,0.097
0.092,0.098
0.092,0.099
0.092,0.098
0.092,0.099
0.092,0.099
0.092,0.099
0.092,0.099
0.092,0.1
0.092,0.099
0.092,0.099
0.09,0.099
0.088,0.099
0.084,0.099
0.082,0.104
0.082,0.112
0.082,0.122
0.081,0.124
0.081,0.126
0.08,0.127
0.07,0.131
0.056,0.156
0.057,0.169
0.058,0.167
0.06,0.165
0.061,0.163
0.065,0.163
0.067,0.163
0.069,0.163
