valence,arousal
0.062,0.458
0.084,0.477
0.128,0.492
0.175,0.5
0.206,0.522
0.226,0.533
0.231,0.533
0.229,0.537
0.229,0.549
0.233,0.557
0.235,0.572
0.236,0.584
0.237,0.62
0.236,0.653
0.238,0.659
0.244,0.661
0.256,0.659
0.266,0.657
0.272,0.65
0.271,0.646
0.274,0.637
0.274,0.631
0.273,0.631
0.274,0.629
0.275,0.625
0.276,0.621
0.324,0.598
0.338,0.561
0.335,0.516
0.327,0.476
0.316,0.427
0.314,0.413
0.315,0.39
0.322,0.385
0.328,0.388
0.338,0.39
0.34,0.394
0.342,0.401
0.349,0.403
0.352,0.405
0.358,0.405
0.356,0.421
0.344,0.455
0.338,0.522
0.338,0.568
0.338,0.576
0.338,0.576
0.338,0.574
0.359,0.571
0.363,0.571
0.362,0.57
0.363,0.572
0.364,0.586
0.392,0.595
0.411,0.598
0.439,0.597
0.446,0.598
0.444,0.604
0.435,0.611
0.435,0.646
0.428,0.661
0.424,0.672
0.424,0.672
0.424,0.673
0.423,0.674
0.422,0.672
0.415,0.672
0.4,0.672
0.375,0.672
0.357,0.67
0.299,0.664
0.28,0.654
0.266,0.64
0.261,0.58
0.246,0.542
0.242,0.511
0.227,0.492
0.227,0.46
0.223,0.456
0.226,0.452
0.227,0.458
0.225,0.46
0.226,0.464
0.228,0.462
0.231,0.415
0.235,0.336
0.239,0.297
0.243,0.312
0.242,0.324
0.228,0.402
0.208,0.492
0.209,0.497
0.215,0.5
0.229,0.499
0.235,0.497
0.244,0.489
0.263,0.48
0.268,0.48
0.264,0.48
0.098,0.48
-0.012,0.48
-0.021,0.48
-0.036,0.481
-0.069,0.48
-0.077,0.48
-0.104,0.48
-0.106,0.48
-0.148,0.48
-0.167,0.481
-0.208,0.48
-0.246,0.465
-0.259,0.432
-0.283,0.404
-0.298,0.387
-0.301,0.379
-0.307,0.372
-0.311,0.372
-0.309,0.372
-0.305,0.376
-0.3,0.377
-0.285,0.379
-0.267,0.378
-0.198,0.377
-0.185,0.376
-0.187,0.376
-0.196,0.377
-0.205,0.381
-0.214,0.382
-0.217,0.383
-0.239,0.383
-0.304,0.382
